laser_name,year,doi_or_link,laser_type,facility,country,facility_status,demonstrated_status,peak_power_w,wavelength_m,rep_rate_s_inv,max_intensity_w_m2,pulse_energy_j,pulse_duration_fs,peak_power_w_num,wavelength_m_num,rep_rate_hz_num,max_intensity_w_m2_num,pulse_energy_j_num,pulse_duration_fs_num,year_num,peak_power_pw,wavelength_nm,wavelength_um,rep_rate_hz,max_intensity_w_cm2,pulse_duration_ps,record_id,source_kind,has_source,is_petawatt_class,is_multipetawatt_class,is_10pw_class,wavelength_band,facility_status_group,laser_type_label,demonstrated_label,completeness_score,fom_completeness_score,fom_missing_count
ALLS,2017,https://inrs.ca/en/research/research-facilities/find-a-research-facilitie/high-intensity-laser-matter-interactions-and-applications-laboratory/ ; https://alls.inrs.ca/beamlines-endstations,SS,INRS,Canada,Operational / Demonstrated,Y,750000000000000,8.000000000000001e-07,2.5,N/A,13,17,750000000000000.0,8.000000000000001e-07,2.5,,13.0,17.0,2017.0,0.7500000000000001,800.0000000000001,0.8,2.5,,0.017,alls-inrs-2017-771f57,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
XG-III fs beam,2018,10.1088/1612-202X/aa94e9 ; https://doi.org/10.1364/OE.21.029231,SS,CAEP Mianyang,China,Design / Not demonstrated,N,750000000000000,8.000000000000001e-07,N/A,N/A,20.1,26.8,750000000000000.0,8.000000000000001e-07,,,20.1,26.8,2018.0,0.7500000000000001,800.0000000000001,0.8,,,0.0268,xg-iii-fs-beam-caep-mianyang-2018-04eb1a,doi,True,False,False,False,near_ir,demonstrated_only,Solid-state bulk laser,Not demonstrated / planned / not demonstrated at stated performance,1.0,0.6666666666666666,2
ELI-ALPS HF-PW,2023,https://doi.org/10.1364/OE.509615,SS,ELI-ALPS,Hungary,Operational / First Phase,O,700000000000000,8.000000000000001e-07,N/A,N/A,15.4,22,700000000000000.0,8.000000000000001e-07,,,15.4,22.0,2023.0,0.7000000000000001,800.0000000000001,0.8,,,0.022,eli-alps-hf-pw-eli-alps-2023-e58abe,doi,True,False,False,False,near_ir,operational,Solid-state bulk laser,Other / partial / representative / operational context requiring interpretation,1.0,0.6666666666666666,2
PEARL OPCPA,2007,https://www.nationalacademies.org/read/24939/chapter/12,OP,"Institute of Applied Physics, Russian Academy of Sciences",Russia,Operational Historical / Demonstrated,O,560000000000000.06,9.100000000000001e-07,N/A,N/A,24,43,560000000000000.06,9.100000000000001e-07,,,24.0,43.0,2007.0,0.56,910.0000000000001,0.91,,,0.043000000000000003,pearl-opcpa-institute-of-applied-physics-russian-academy-of-sciences-2007-bcebda,url,True,False,False,False,near_ir,historical,Optical parametric laser,Other / partial / representative / operational context requiring interpretation,1.0,0.6666666666666666,2
HAPLS,2017,https://doi.org/10.1117/12.2281050 ; https://www.eli-beams.eu/facility/lasers/,SS,LLNL / ELI-Beamlines,Czech Republic,Design / Not demonstrated,N,500000000000000,8.100000000000001e-07,3.3,N/A,16,28,500000000000000.0,8.100000000000001e-07,3.3,,16.0,28.0,2017.0,0.5,810.0000000000001,0.81,3.3,,0.028,hapls-llnl-eli-beamlines-2017-43994c,doi,True,False,False,False,near_ir,demonstrated_only,Solid-state bulk laser,Not demonstrated / planned / not demonstrated at stated performance,1.0,0.8333333333333334,1
PHELIX,2010,https://doi.org/10.1017/hpl.2024.17 ; https://www.cambridge.org/core/journals/high-power-laser-science-and-engineering/article/highenergy-laser-facility-phelix-at-gsi-latest-advances-and-extended-capabilities/1282646A142D51A78E346A081E79B260 ; https://www.gsi.de/en/work/research/appamml/plasma_physicsphelix/phelix,SS,GSI Helmholtz Centre,Germany,Operational / Demonstrated,Y,500000000000000,1.0530000000000001e-06,0.0002777777777777778,999999999999999983222784,200,400,500000000000000.0,1.0530000000000001e-06,0.0002777777777777778,1e+24,200.0,400.0,2010.0,0.5,1053.0000000000002,1.0530000000000002,0.0002777777777777778,1e+20,0.4,phelix-gsi-helmholtz-centre-2010-a5c6ac,doi,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,1.0,0
SACLA/HERMES laser,2019,https://doi.org/10.1107/S1600577519000882,SS,RIKEN SPring-8,Japan,Operational / Demonstrated,Y,500000000000000,8.000000000000001e-07,1,N/A,12.5,25,500000000000000.0,8.000000000000001e-07,1.0,,12.5,25.0,2019.0,0.5,800.0000000000001,0.8,1.0,,0.025,sacla-hermes-laser-riken-spring-8-2019-8aac80,doi,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
NIF,2012,"10.1117/1.1814767 ; https://nifuserguide.llnl.gov/ ; llnl.gov, lasers.llnl.gov, NIF User Guide)",SS,LLNL,USA,Design / Not demonstrated,N,500000000000000,3.51e-07,N/A,N/A,1850000,3700000,500000000000000.0,3.51e-07,,,1850000.0,3700000.0,2012.0,0.5,351.0,0.351,,,3700.0,nif-llnl-2012-46dc0a,doi,True,False,False,False,visible,demonstrated_only,Solid-state bulk laser,Not demonstrated / planned / not demonstrated at stated performance,1.0,0.6666666666666666,2
Gemini,2010,CLF Gemini ; https://www.osti.gov/etdeweb/biblio/21507140; https://www.clf.stfc.ac.uk/Pages/The-Astra-Gemini-Facility.aspx ; https://www.clf.stfc.ac.uk/Pages/The-Astra-Gemini-Facility.aspx,SS,STFC Rutherford Appleton Lab,United Kingdom,Operational / Demonstrated,Y,500000000000000,8.000000000000001e-07,0.05,10000000000000000905969664,15,30,500000000000000.0,8.000000000000001e-07,0.05,1e+25,15.0,30.0,2010.0,0.5,800.0000000000001,0.8,0.05,1.0000000000000001e+21,0.03,gemini-stfc-rutherford-appleton-lab-2010-2858e6,other,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,1.0,0
Laser Mégajoule main beams,2014,https://www.asso-alp.fr/lmj/,SS,CEA / Laser Mégajoule,France,Operational / Staged Upgrade,O,400000000000000,3.51e-07,N/A,N/A,1300000,12850000,400000000000000.0,3.51e-07,,,1300000.0,12850000.0,2014.0,0.4,351.0,0.351,,,12850.0,laser-m-gajoule-main-beams-cea-laser-m-gajoule-2014-98221c,url,True,False,False,False,visible,operational,Solid-state bulk laser,Other / partial / representative / operational context requiring interpretation,1.0,0.6666666666666666,2
Scarlet,2012,https://doi.org/10.1364/AO.55.004713 ; https://hedp.osu.edu/facilities/scarlet,SS,Ohio State Univ.,USA,Operational / Demonstrated,Y,400000000000000,8.000000000000001e-07,0.016666666666666666,10000000000000000905969664,15,40,400000000000000.0,8.000000000000001e-07,0.016666666666666666,1e+25,15.0,40.0,2012.0,0.4,800.0000000000001,0.8,0.016666666666666666,1.0000000000000001e+21,0.04,scarlet-ohio-state-univ-2012-12f7bd,doi,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,1.0,0
SCAPA,2017,Facilities - Scottish Centre for the Application of Plasma-based Accelerators,SS,Univ. Strathclyde,United Kingdom,Operational / Demonstrated,Y,350000000000000.06,8.000000000000001e-07,1,N/A,8.75,25,350000000000000.06,8.000000000000001e-07,1.0,,8.75,25.0,2017.0,0.3500000000000001,800.0000000000001,0.8,1.0,,0.025,scapa-univ-strathclyde-2017-d1c23a,other,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
ELI Beamlines L2 (AMOS),2018,https://www.eli-beams.eu/facility/lasers/laser-2-amos-1-pw-20-j-10-hz/,SS,ELI Beamlines,Czech Republic,Operational / Demonstrated,Y,330000000000000,8.000000000000001e-07,10,N/A,10,30,330000000000000.0,8.000000000000001e-07,10.0,,10.0,30.0,2018.0,0.33,800.0000000000001,0.8,10.0,,0.03,eli-beamlines-l2-amos-eli-beamlines-2018-67a45e,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
Hercules,2008,https://doi.org/10.1364/OE.16.002109,SS,"Ann Arbor, USA",USA,Operational / Demonstrated,Y,300000000000000,8.000000000000001e-07,0.1,200000000000000009529458688,9,30,300000000000000.0,8.000000000000001e-07,0.1,2e+26,9.0,30.0,2008.0,0.30000000000000004,800.0000000000001,0.8,0.1,2e+22,0.03,hercules-ann-arbor-usa-2008-d3d861,doi,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,1.0,0
OMEGA-EP,2008,10.1051/jp4:2006133015 ; https://www.cambridge.org/core/journals/high-power-laser-science-and-engineering/article/petawatt-and-exawatt-class-lasers-worldwide/D85E3F002CBFC286C08076E127BB5F5C ; https://lasernetus.org/facilities/omega-ep,HY,"LLE, Univ. Rochester",USA,Operational / Demonstrated,Y,260000000000000,1.0530000000000001e-06,0.00037037037037037035,600000000000000016777216,2600,10000,260000000000000.0,1.0530000000000001e-06,0.00037037037037037035,6e+23,2600.0,10000.0,2008.0,0.26,1053.0000000000002,1.0530000000000002,0.00037037037037037035,6.000000000000001e+19,10.0,omega-ep-lle-univ-rochester-2008-992e12,doi,True,False,False,False,near_ir,operational,Hybrid solid-state / parametric laser,Demonstrated,1.0,1.0,0
ARC (NIF),2015,https://nifuserguide.llnl.gov/home/4-laser-system/410-advanced-radiographic-capability-arc; https://www.osti.gov/servlets/purl/1240938 ; https://nifuserguide.llnl.gov/home/4-laser-system/410-advanced-radiographic-capability-arc,SS,"Livermore, USA",USA,Operational / Demonstrated,Y,250000000000000,1.0530000000000001e-06,N/A,N/A,1700,1000,250000000000000.0,1.0530000000000001e-06,,,1700.0,1000.0,2015.0,0.25,1053.0000000000002,1.0530000000000002,,,1.0,arc-nif-livermore-usa-2015-d62f98,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.6666666666666666,2
Laboratorio di Laser Intensi (ILIL),2020,https://ilil.ino.cnr.it/en/the-ilil-laser/,SS,"Pisa, Italy",Italy,Operational / Demonstrated,Y,240000000000000,8.000000000000001e-07,N/A,N/A,5.9,25,240000000000000.0,8.000000000000001e-07,,,5.9,25.0,2020.0,0.24000000000000002,800.0000000000001,0.8,,,0.025,laboratorio-di-laser-intensi-ilil-pisa-italy-2020-450298,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.6666666666666666,2
Arcturus (combined),2015,10.1017/hpl.2015.11,SS,Heinrich Heine Univ. Düsseldorf,Germany,Operational / Demonstrated,Y,233333333333333.28,8.000000000000001e-07,N/A,N/A,7,30,233333333333333.28,8.000000000000001e-07,,,7.0,30.0,2015.0,0.2333333333333333,800.0000000000001,0.8,,,0.03,arcturus-combined-heinrich-heine-univ-d-sseldorf-2015-1996cb,doi,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.6666666666666666,2
CLAPA (Compact Laser Particle Accelerator),2019,https://link.aps.org/doi/10.1103/PhysRevAccelBeams.22.061302,SS,"Beijing, China",China,Design / Not demonstrated,N,200000000000000,8.000000000000001e-07,N/A,N/A,N/A,N/A,200000000000000.0,8.000000000000001e-07,,,,,2019.0,0.2,800.0000000000001,0.8,,,,clapa-compact-laser-particle-accelerator-beijing-china-2019-f97200,url,True,False,False,False,near_ir,demonstrated_only,Solid-state bulk laser,Not demonstrated / planned / not demonstrated at stated performance,1.0,0.3333333333333333,4
Salle Violette,2025,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.134.045001,SS,"Palaiseau, France",France,Operational / Demonstrated,Y,200000000000000,7.900000000000001e-07,N/A,N/A,N/A,N/A,200000000000000.0,7.900000000000001e-07,,,,,2025.0,0.2,790.0000000000001,0.79,,,,salle-violette-palaiseau-france-2025-9e6eff,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.3333333333333333,4
ANGUS,Not found in included source,https://opg.optica.org/abstract.cfm?uri=CLEO_SI-2017-JTu3L.4,SS,"Hamburg, Germany",Germany,Operational / Demonstrated,Y,200000000000000,8.000000000000001e-07,N/A,N/A,N/A,N/A,200000000000000.0,8.000000000000001e-07,,,,,,0.2,800.0000000000001,0.8,,,,angus-hamburg-germany-not-found-in-included-source-d545e4,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.3333333333333333,4
JETI200,2017,https://info.fusion.ciemat.es/OCS/EPS2017ABS/pdf/P1.213.pdf; https://www.physik.uni-jena.de/en/436/jeti-200 ; https://www.hi-jena.de/en/helmholtz-institute-jena/about-the-institute/experimental-facilities/local/jeti200-laser,SS,"Jena, Germany",Germany,Operational / Demonstrated,Y,200000000000000,8.000000000000001e-07,N/A,N/A,4,17,200000000000000.0,8.000000000000001e-07,,,4.0,17.0,2017.0,0.2,800.0000000000001,0.8,,,0.017,jeti200-jena-germany-2017-4dd92d,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.6666666666666666,2
POLARIS,2016,10.1364/OL.41.005413 ; https://www.researching.cn/articles/OJdb045c3bd0e7a6c3; https://www.hi-jena.de/en/helmholtz-institute-jena/about-the-institute/experimental-facilities/local/polaris ; https://www.hi-jena.de/en/helmholtz-institute-jena/about-the-institute/experimental-facilities/local/polaris,SS,Helmholtz Institute Jena,Germany,Design / Not demonstrated,N,200000000000000,1.03e-06,50,N/A,54,98,200000000000000.0,1.03e-06,50.0,,54.0,98.0,2016.0,0.2,1030.0,1.03,50.0,,0.098,polaris-helmholtz-institute-jena-2016-48254e,doi,True,False,False,False,near_ir,demonstrated_only,Solid-state bulk laser,Not demonstrated / planned / not demonstrated at stated performance,1.0,0.8333333333333334,1
FLAME,2018,https://www.mdpi.com/2076-3417/14/19/8619; https://sparclab.lnf.infn.it/sparc_lab-home/flame-laser/laser-source/,SS,"Frascati, Italy",Italy,Operational / Demonstrated,Y,200000000000000,8.000000000000001e-07,10,N/A,2024,30,200000000000000.0,8.000000000000001e-07,10.0,,2024.0,30.0,2018.0,0.2,800.0000000000001,0.8,10.0,,0.03,flame-frascati-italy-2018-b559dd,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
Trident,2007,https://laro.lanl.gov/esploro/outputs/9916370215603761,SS,"Los Alamos, USA",USA,Operational / Demonstrated,Y,200000000000000,1.054e-06,N/A,N/A,100,600,200000000000000.0,1.054e-06,,,100.0,600.0,2007.0,0.2,1054.0,1.054,,,0.6,trident-los-alamos-usa-2007-322fd8,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.6666666666666666,2
LOA 200 TW,2019,10.1017/hpl.2019.36,SS,LOA Palaiseau,France,Operational / Demonstrated,Y,199999999999999.97,8.000000000000001e-07,N/A,N/A,6,30,199999999999999.97,8.000000000000001e-07,,,6.0,30.0,2019.0,0.19999999999999998,800.0000000000001,0.8,,,0.03,loa-200-tw-loa-palaiseau-2019-60b8fb,doi,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.6666666666666666,2
Titan,2005,https://lasernetus.org/facilities/jupiter-laser-facility ; https://ntrl.ntis.gov/NTRL/dashboard/searchResults/titleDetail/DE2006891736.xhtml,SS,Lawrence Livermore National Laboratory,USA,Operational / Demonstrated,Y,150000000000000,1.0530000000000001e-06,0.0005555555555555556,N/A,130,700,150000000000000.0,1.0530000000000001e-06,0.0005555555555555556,,130.0,700.0,2005.0,0.15000000000000002,1053.0000000000002,1.0530000000000002,0.0005555555555555556,,0.7000000000000001,titan-lawrence-livermore-national-laboratory-2005-ebfb3b,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
Jupiter Laser Facility (JanUSP),NR,,SS,Lawrence Livermore National Laboratory,,Operational / Demonstrated,Y,100000000000000,8.000000000000001e-07,N/A,N/A,10,100,100000000000000.0,8.000000000000001e-07,,,10.0,100.0,,0.1,800.0000000000001,0.8,,,0.1,jupiter-laser-facility-janusp-lawrence-livermore-national-laboratory-nr-f8a356,missing,False,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,0.75,0.6666666666666666,2
DRACO,2010,10.1088/1367-2630/12/4/045015 ; https://pmc.ncbi.nlm.nih.gov/articles/PMC8017008/,SS,HZDR Dresden,Germany,Operational / Demonstrated,Y,100000000000000,8.000000000000001e-07,10,N/A,3,30,100000000000000.0,8.000000000000001e-07,10.0,,3.0,30.0,2010.0,0.1,800.0000000000001,0.8,10.0,,0.03,draco-hzdr-dresden-2010-fbf311,doi,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
KALDERA,2025,SPIE-linked listing,SS,DESY / University of Hamburg,Germany,Design / Not demonstrated,N,100000000000000,1.03e-06,1000,N/A,3,30,100000000000000.0,1.03e-06,1000.0,,3.0,30.0,2025.0,0.1,1030.0,1.03,1000.0,,0.03,kaldera-desy-university-of-hamburg-2025-8e2302,other,True,False,False,False,near_ir,demonstrated_only,Solid-state bulk laser,Not demonstrated / planned / not demonstrated at stated performance,1.0,0.8333333333333334,1
MAX-BORN-INSTITUT für Nichtlineare Optik und Kurzzeitspektroskopie,2017,https://publicatio.bibl.u-szeged.hu/27130/1/3305194.pdf; https://publicatio.bibl.u-szeged.hu/27213/1/3172441.pdf,SS,"Berlin, Germany",Germany,Operational / Demonstrated,Y,100000000000000,8.000000000000001e-07,10,N/A,2.8,28,100000000000000.0,8.000000000000001e-07,10.0,,2.8,28.0,2017.0,0.1,800.0000000000001,0.8,10.0,,0.028,max-born-institut-f-r-nichtlineare-optik-und-kurzzeitspektroskopie-berlin-germany-2017-4ac11c,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
*ISKRA-5,1989,https://www.cambridge.org/core/journals/laser-and-particle-beams/article/abs/high-power-laser-system-iskra-v/32CE557154B3FC70571C43EFF7A6BF32,SS,"Sarov, Russia",Russia,Operational / Demonstrated,Y,100000000000000,1.0530000000000001e-06,N/A,N/A,30000,250000,100000000000000.0,1.0530000000000001e-06,,,30000.0,250000.0,1989.0,0.1,1053.0000000000002,1.0530000000000002,,,250.0,iskra-5-sarov-russia-1989-29a7ff,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.6666666666666666,2
BESTIA,2017,https://doi.org/10.1063/1.4975920; https://www.osti.gov/biblio/1335441,GAS,"Upton, USA",USA,Design / Not demonstrated,N,100000000000000,1e-05,N/A,N/A,100,100,100000000000000.0,1e-05,,,100.0,100.0,2017.0,0.1,10000.0,10.0,,,0.1,bestia-upton-usa-2017-698d46,doi,True,False,False,False,mid_ir,demonstrated_only,Gas laser,Not demonstrated / planned / not demonstrated at stated performance,1.0,0.6666666666666666,2
SG-III Laser Facility,2015,https://doi.org/10.1017/hpl.2016.20,SS,China Academy of Engineering Physics,China,Operational / ICF Research Platform,Y,60000000000000,3.51e-07,N/A,N/A,180000,3,60000000000000.0,3.51e-07,,,180000.0,3.0,2015.0,0.060000000000000005,351.0,0.351,,,0.003,sg-iii-laser-facility-china-academy-of-engineering-physics-2015-4f14e2,doi,True,False,False,False,visible,operational,Solid-state bulk laser,Demonstrated,1.0,0.6666666666666666,2
PALS (Prague Asterix Laser System),2011,https://doi.org/10.1117/12.899051,SS,"Prague, Czechia",Czech Republic,Design / Not demonstrated,N,50000000000000,1.3150000000000001e-06,10,N/A,0.9,40,50000000000000.0,1.3150000000000001e-06,10.0,,0.9,40.0,2011.0,0.05,1315.0000000000002,1.3150000000000002,10.0,,0.04,pals-prague-asterix-laser-system-prague-czechia-2011-1e8bf8,doi,True,False,False,False,near_ir,demonstrated_only,Solid-state bulk laser,Not demonstrated / planned / not demonstrated at stated performance,1.0,0.8333333333333334,1
OMEGA 60-beam Laser System,1995,https://www.lle.rochester.edu/omega-laser-facility/omega-laser-system/,SS,"Laboratory for Laser Energetics, University of Rochester",USA,Operational,Y,30000000000000,3.51e-07,N/A,N/A,3,2050000,30000000000000.0,3.51e-07,,,3.0,2050000.0,1995.0,0.030000000000000002,351.0,0.351,,,2050.0,omega-60-beam-laser-system-laboratory-for-laser-energetics-university-of-rochester-1995-cae39f,url,True,False,False,False,visible,operational,Solid-state bulk laser,Demonstrated,1.0,0.6666666666666666,2
LCLS MEC short-pulse laser,2015,https://lcls.slac.stanford.edu/instruments/mec/specifications,SS,"Linac Coherent Light Source / MEC, SLAC",USA,Operational / XFEL-Coupled User Instrument,Y,25000000000000,8.000000000000001e-07,N/A,399999999999999966445568,1,4,25000000000000.0,8.000000000000001e-07,,4e+23,1.0,4.0,2015.0,0.025,800.0000000000001,0.8,,4e+19,0.004,lcls-mec-short-pulse-laser-linac-coherent-light-source-mec-slac-2015-2eb0b2,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
MEC Instrument (LCLS),Not found in source; facility laser characteristics page current,https://lcls.slac.stanford.edu/instruments/mec/laser-characteristics,SS,"Portola Valley, USA",USA,Operational / Demonstrated,Y,25000000000000,8.000000000000001e-07,5,N/A,1,40,25000000000000.0,8.000000000000001e-07,5.0,,1.0,40.0,,0.025,800.0000000000001,0.8,5.0,,0.04,mec-instrument-lcls-portola-valley-usa-not-found-in-source-facility-laser-characteristics-page-current-afde69,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
ELI Beamlines L1 (ALLEGRA),2017,https://www.eli-beams.eu/facility/lasers/laser-1-allegra-100-mj-1-khz/,SS,ELI Beamlines,Czech Republic,Operational / Demonstrated,Y,20000000000000,8.000000000000001e-07,1000,N/A,0.1,5,20000000000000.0,8.000000000000001e-07,1000.0,,0.1,5.0,2017.0,0.02,800.0000000000001,0.8,1000.0,,0.005,eli-beamlines-l1-allegra-eli-beamlines-2017-886502,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
ELI-ALPS SYLOS 3,2026,https://up.eli-laser.eu/laser/sylos-3-1101562895,OP,ELI-ALPS,Hungary,Operational / kHz Few-Cycle User Laser,Y,15000000000000,9.000000000000001e-07,N/A,N/A,0.12,8,15000000000000.0,9.000000000000001e-07,,,0.12,8.0,2026.0,0.015000000000000001,900.0000000000001,0.9,,,0.008,eli-alps-sylos-3-eli-alps-2026-ca3656,url,True,False,False,False,near_ir,operational,Optical parametric laser,Demonstrated,1.0,0.6666666666666666,2
Laboratory for Intense Lasers (L2I),2017,https://www.cambridge.org/core/journals/high-power-laser-science-and-engineering/article/ultrashort-pulse-capability-at-the-l2i-high-intensity-laser-facility/AC8B841C57282134E8AA71784DD95505 ; https://www.mdpi.com/2304-6732/11/12/1157,HY,"Lisbon, Portugal",Portugal,Operational / Demonstrated,Y,15000000000000,1.0530000000000001e-06,N/A,N/A,N/A,N/A,15000000000000.0,1.0530000000000001e-06,,,,,2017.0,0.015000000000000001,1053.0000000000002,1.0530000000000002,,,,laboratory-for-intense-lasers-l2i-lisbon-portugal-2017-e393bd,url,True,False,False,False,near_ir,operational,Hybrid solid-state / parametric laser,Demonstrated,1.0,0.3333333333333333,4
TEWALAS,2015,https://www.mdpi.com/2073-4352/9/7/347,SS,"Bucharest, Romania",Romania,Operational / Demonstrated,Y,15000000000000,8.100000000000001e-07,10,N/A,0.35000000000000003,30,15000000000000.0,8.100000000000001e-07,10.0,,0.35000000000000003,30.0,2015.0,0.015000000000000001,810.0000000000001,0.81,10.0,,0.03,tewalas-bucharest-romania-2015-e76e92,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
UCLA Neptune CO₂,2010,https://doi.org/10.1364/OE.18.017865,GAS,UCLA Neptune Laboratory,USA,Historical / Demonstrated,Y,15000000000000,1.06e-05,N/A,N/A,45,3000,15000000000000.0,1.06e-05,,,45.0,3000.0,2010.0,0.015000000000000001,10600.0,10.6,,,3.0,ucla-neptune-co-ucla-neptune-laboratory-2010-7315e9,doi,True,False,False,False,mid_ir,historical,Gas laser,Demonstrated,1.0,0.6666666666666666,2
100-mJ-class 1.7 µm DC-OPA,2022,https://arxiv.org/abs/2202.03658,OP,RIKEN / University of Tokyo-related group,Japan,Commissioning / Partial or design value,O,10096000000000,1.7e-06,10,N/A,0.105,10.4,10096000000000.0,1.7e-06,10.0,,0.105,10.4,2022.0,0.010096,1700.0,1.7,10.0,,0.010400000000000001,100-mj-class-1-7-m-dc-opa-riken-university-of-tokyo-related-group-2022-e9d6e2,url,True,False,False,False,near_ir,commissioning,Optical parametric laser,Other / partial / representative / operational context requiring interpretation,1.0,0.8333333333333334,1
"10/100 Hz Laser, 10 Hz Line",2005,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/129457B0616001ECAD066B06BDEA7971/S0263034606060150a.pdf,SS,"Varennes, Canada",Canada,Commissioning / In progress,O,10000000000000,8.000000000000001e-07,10,N/A,0.6,60,10000000000000.0,8.000000000000001e-07,10.0,,0.6,60.0,2005.0,0.01,800.0000000000001,0.8,10.0,,0.06,10-100-hz-laser-10-hz-line-varennes-canada-2005-a001f2,url,True,False,False,False,near_ir,commissioning,Solid-state bulk laser,Other / partial / representative / operational context requiring interpretation,1.0,0.8333333333333334,1
Pulsar,2015,https://content.sciendo.com/view/journals/nuka/60/2/article-p245.xml; https://przyrbwn.icm.edu.pl/APP/PDF/138/app138z4p03.pdf,SS,"Warsaw, Poland",Poland,Operational / Demonstrated,Y,10000000000000,8.100000000000001e-07,N/A,N/A,0.13,50,10000000000000.0,8.100000000000001e-07,,,0.13,50.0,2015.0,0.01,810.0000000000001,0.81,,,0.05,pulsar-warsaw-poland-2015-ce78b6,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.6666666666666666,2
FACET Laser,2014,https://www.slac.stanford.edu/pubs/slacpubs/15750/slac-pub-15904.pdf; https://facet-ii.slac.stanford.edu/facility/experiment-laser,SS,"Portola Valley, USA",USA,Operational / Demonstrated,Y,10000000000000,8.000000000000001e-07,1,N/A,0.5,150000,10000000000000.0,8.000000000000001e-07,1.0,,0.5,150000.0,2014.0,0.01,800.0000000000001,0.8,1.0,,150.0,facet-laser-portola-valley-usa-2014-181d58,url,True,False,False,False,near_ir,operational,Solid-state bulk laser,Demonstrated,1.0,0.8333333333333334,1
"ATF CO2 CPA (5 TW, 2 ps, 9.2 µm)",2020,10.1364/OSAC.381467 ; https://www.bnl.gov/atf/capabilities/laser-systems.php ; BNL | Accelerator Test Facility | CO2 Laser,GAS,BNL Accelerator Test Facility,USA,Operational / Demonstrated,Y,7000000000000,9.2e-06,N/A,N/A,14,2000,7000000000000.0,9.2e-06,,,14.0,2000.0,2020.0,0.007,9200.0,9.2,,,2.0,atf-co2-cpa-5-tw-2-ps-9-2-m-bnl-accelerator-test-facility-2020-18ae3a,doi,True,False,False,False,mid_ir,operational,Gas laser,Demonstrated,1.0,0.6666666666666666,2
2.44 µm advanced DC-OPA,2024,https://doi.org/10.1038/s41566-023-01331-9,OP,RIKEN / University of Tokyo-related group,Japan,Operational / Demonstrated,Y,6177000000000,2.4400000000000004e-06,10,N/A,0.053,8.58,6177000000000.0,2.4400000000000004e-06,10.0,,0.053,8.58,2024.0,0.006177,2440.0000000000005,2.4400000000000004,10.0,,0.00858,2-44-m-advanced-dc-opa-riken-university-of-tokyo-related-group-2024-2e1af1,doi,True,False,False,False,near_ir,operational,Optical parametric laser,Demonstrated,1.0,0.8333333333333334,1
